app,good_count,bad_count,total_count
com.draw.to.pee.bo,1,0,1
com.fp.freestyle.stuntrunning,1,0,1
com.fusionmind.avatarworldcharacters,1,0,1
com.granny.cat.run.strophe.game,1,0,1
com.hd.picture.camera,1,0,1
com.ig.delete.one.part,1,0,1
com.mysalon.dev,1,0,1
com.rktraders.app,1,0,1
com.summareconmall,1,0,1
com.terakorp.rsmasmitra,1,0,1
id.highfivestudio.stitchbluekoala,1,0,1
org.chromium.webapk.a945f7d511ab71e66_v2,1,0,1
co.id.bankbsi.qrismerchant,1,0,1
com.footballagent61,1,0,1
com.hp.printercontrol,1,0,1
com.melawai,1,0,1
com.nbaimd.gametime.nba2011,1,0,1
com.netx.tv,1,0,1
com.tree.hybrid.geartank,1,0,1
goid.kotajambi.sipaduko,1,0,1
org.chromium.webapk.aaf14634f70bb65cc_v2,1,0,1
vg.real,1,0,1
com.id7qt777.ntla1,1,0,1
com.lionparcel.services.driver,1,0,1
com.video.download.videodownloader.allvideo,1,0,1
com.lenovo.anyshare.cloneit,1,0,1
id.co.sm.sharp,1,0,1
com.playtika.solitaire.pras,1,0,1
net.supertreat.solitaire,1,0,1
com.pemkosibolga.MyAttendance,1,0,1
net.andromo.dev547916.app689701,1,0,1
com.mathworks.matlabmobile,1,0,1
com.realmadridplay.app,1,0,1
org.chromium.webapk.aa39030b2ac8519cd_v2,1,0,1
com.app.cerb.mcsd7,1,0,1
com.magdalm.freewifipassword,1,0,1
com.solitaire.classic.card.jsan.game,1,0,1
com.textsnap.converter,1,0,1
com.thegamerszone.zummaroyal,1,0,1
com.atisfyre.mobile,1,0,1
com.masterw.app,1,0,1
newspage8_256.NPEngine,1,0,1
classic.brick.games.tetris,1,0,1
com.calculator.converter.fast,1,0,1
com.soundmusicplayer.app,1,0,1
com.word.search.zen.word.find.puzzle.game,1,0,1
math.Mathematics.exam.math,1,0,1
ru.unisamp_mobile.game,1,0,1
com.blast.mahjong.match.free.vkcxh,1,0,1
